tv_series,tv_seriesLabel,countryLabel
http://www.wikidata.org/entity/Q114554430,Тёмная материя,США
http://www.wikidata.org/entity/Q112075217,Rebel,Иран
http://www.wikidata.org/entity/Q113097919,Nick on the Rocks,США
http://www.wikidata.org/entity/Q113144658,Welcome to Wrexham,США
http://www.wikidata.org/entity/Q111792312,Curtain Call,Республика Корея
http://www.wikidata.org/entity/Q115861424,Selma Lagerlöf,Швеция
http://www.wikidata.org/entity/Q112580790,Q112580790,Испания
http://www.wikidata.org/entity/Q113147160,Bush Tucker Man,Австралия
http://www.wikidata.org/entity/Q116373886,Законники: Басс Ривз,США
http://www.wikidata.org/entity/Q116386275,Обречённые на славу,США
http://www.wikidata.org/entity/Q116373563,Arny. Historia de una infamia,Испания
http://www.wikidata.org/entity/Q116234238,Семья,Турция
http://www.wikidata.org/entity/Q111953796,Nightwatch,США
http://www.wikidata.org/entity/Q112841711,Q112841711,Испания
http://www.wikidata.org/entity/Q116011378,Sweetheart,Канада
http://www.wikidata.org/entity/Q113197148,Триумф,Республика Корея
http://www.wikidata.org/entity/Q113448338,The Most Hated Man on the Internet,США
http://www.wikidata.org/entity/Q113407125,Tú no eres especial,Испания
http://www.wikidata.org/entity/Q116386275,Обречённые на славу,Италия
http://www.wikidata.org/entity/Q116388455,Закон Лидии Поэт,Италия
http://www.wikidata.org/entity/Q116671821,Scott the Woz,США
http://www.wikidata.org/entity/Q116700340,Passion for Punchlines,Япония
http://www.wikidata.org/entity/Q113077778,Q113077778,Испания
http://www.wikidata.org/entity/Q115697328,"Pubertat - Secrets, Lies, and Human Castles",Испания
http://www.wikidata.org/entity/Q115600589,Goryeo–Khitan War,Республика Корея
http://www.wikidata.org/entity/Q112312662,Behind Every Star,Республика Корея
http://www.wikidata.org/entity/Q113558387,Safi Salina,Марокко
http://www.wikidata.org/entity/Q116450102,Shahmaran,Турция
http://www.wikidata.org/entity/Q113635074,Alaska Daily,США
http://www.wikidata.org/entity/Q116871502,Metissen van België,Бельгия
http://www.wikidata.org/entity/Q112675643,Estonia,Бельгия
http://www.wikidata.org/entity/Q112675643,Estonia,Швеция
http://www.wikidata.org/entity/Q116870156,Casa Street,Марокко
http://www.wikidata.org/entity/Q116729817,Lahti 2001,Финляндия
http://www.wikidata.org/entity/Q116007300,Слабый герой,Республика Корея
http://www.wikidata.org/entity/Q113899625,Salvar al rey,Испания
http://www.wikidata.org/entity/Q112675643,Estonia,Финляндия
http://www.wikidata.org/entity/Q116242567,Al Haboub,Саудовская Аравия
http://www.wikidata.org/entity/Q116180549,Woman in a Veil,Республика Корея
http://www.wikidata.org/entity/Q116183661,Queen of the Masks,Республика Корея
http://www.wikidata.org/entity/Q114232376,The Secret of Skinwalker Ranch,США
http://www.wikidata.org/entity/Q114239338,Билли Кид,США
http://www.wikidata.org/entity/Q116230044,Плохая мать,Республика Корея
http://www.wikidata.org/entity/Q111472781,Inside Scientology,США
http://www.wikidata.org/entity/Q113302637,Thai Cave Rescue,Таиланд
http://www.wikidata.org/entity/Q114596707,Queer for Fear: The History of Queer Horror,США
http://www.wikidata.org/entity/Q111519702,Jimmy Savile: A British Horror Story,США
http://www.wikidata.org/entity/Q111582387,Доисторическая планета,США
http://www.wikidata.org/entity/Q113993929,Reasonable Doubt,США
http://www.wikidata.org/entity/Q113380408,The Captain,США
http://www.wikidata.org/entity/Q111610211,Our Great National Parks,США
http://www.wikidata.org/entity/Q113482369,Game of Witches,Республика Корея
http://www.wikidata.org/entity/Q113482392,Song of the Bandits,Республика Корея
http://www.wikidata.org/entity/Q113504488,Goodbye Earth,Республика Корея
http://www.wikidata.org/entity/Q114839801,Q114839801,Нидерланды
http://www.wikidata.org/entity/Q113532656,Nikos Kazantzakis: Anazitontas to Theo,Греция
http://www.wikidata.org/entity/Q114917662,The Really Loud House,США
http://www.wikidata.org/entity/Q113611219,Red Balloon,Республика Корея
http://www.wikidata.org/entity/Q114916915,De Geheime Dienst,Нидерланды
http://www.wikidata.org/entity/Q114766504,Merchants of the Wild,Канада
http://www.wikidata.org/entity/Q115098247,Dokonjō Gaeru,Япония
http://www.wikidata.org/entity/Q115092080,The Two Leaders,Ливия
http://www.wikidata.org/entity/Q111908497,Teppachi,Япония
http://www.wikidata.org/entity/Q111702280,Jukka Lindströmin Sivuhistoria,Финляндия
http://www.wikidata.org/entity/Q111951047,Blockbuster,США
http://www.wikidata.org/entity/Q115205464,Our Universe,США
http://www.wikidata.org/entity/Q115206358,Ancient Apocalypse,США
http://www.wikidata.org/entity/Q117031722,Not Others,Республика Корея
http://www.wikidata.org/entity/Q117033615,The Kidnapping Day,Республика Корея
http://www.wikidata.org/entity/Q113877789,Revenge of Others,Республика Корея
http://www.wikidata.org/entity/Q113955370,Pandora: Beneath the Paradise,Республика Корея
http://www.wikidata.org/entity/Q112108191,George Carlin's American Dream,США
http://www.wikidata.org/entity/Q112123869,Love on the Spectrum U.S.,США
http://www.wikidata.org/entity/Q111845576,Pysäyttäkää Nyqvist,Финляндия
http://www.wikidata.org/entity/Q111522839,Suits,Монголия
http://www.wikidata.org/entity/Q115470576,They all came out to Montreux,Швейцария
http://www.wikidata.org/entity/Q115688754,Q115688754,Испания
http://www.wikidata.org/entity/Q115698260,Q115698260,Испания
http://www.wikidata.org/entity/Q115608857,Alloo in Foreign Jails,Бельгия
http://www.wikidata.org/entity/Q115586274,Cairo-blanca,Марокко
http://www.wikidata.org/entity/Q115621850,"FC Barcelona, A New Era",Испания
http://www.wikidata.org/entity/Q115701488,Voices of Liberation,Бельгия
http://www.wikidata.org/entity/Q115701488,Voices of Liberation,Нидерланды
http://www.wikidata.org/entity/Q115697626,This Is Not Sweden,Испания
http://www.wikidata.org/entity/Q111524241,Q111524241,Нидерланды
http://www.wikidata.org/entity/Q108801562,Hell: The History of Norwegian Black Metal,Норвегия
http://www.wikidata.org/entity/Q108841262,Волшебные покровители: Fairly Odder,США
http://www.wikidata.org/entity/Q106322463,Время побеждать: Расцвет династии Лейкерс,США
http://www.wikidata.org/entity/Q108864456,Monsters Inside: The 24 Faces of Billy Milligan,США
http://www.wikidata.org/entity/Q106893388,Чтобы вы поняли… деньги,США
http://www.wikidata.org/entity/Q107352330,Q107352330,Бельгия
http://www.wikidata.org/entity/Q106362893,Пистол,США
http://www.wikidata.org/entity/Q108909070,Сисси: Императрица Австрии,Австрия
http://www.wikidata.org/entity/Q110293939,1985,Бельгия
http://www.wikidata.org/entity/Q109973974,Coming Out Colton,США
http://www.wikidata.org/entity/Q106483604,Philly D.A.,США
http://www.wikidata.org/entity/Q106494004,Salman the Persian,Иран
http://www.wikidata.org/entity/Q106609866,Пэм и Томми,США
http://www.wikidata.org/entity/Q106610399,Земля ночью в цвете,США
http://www.wikidata.org/entity/Q109285270,Экстраполяции,США
http://www.wikidata.org/entity/Q106782129,Jeyran,Иран
http://www.wikidata.org/entity/Q110010433,Heartbreak High,Австралия
http://www.wikidata.org/entity/Q106816893,The Hype House,США
http://www.wikidata.org/entity/Q109639866,Пантеон,США
http://www.wikidata.org/entity/Q110358781,Vålnes-saken,Норвегия
http://www.wikidata.org/entity/Q109381021,Mars: The Secret Science,США
http://www.wikidata.org/entity/Q110391338,The Oil Fund,Норвегия
http://www.wikidata.org/entity/Q106777516,The New Zealand Wars,Новая Зеландия
http://www.wikidata.org/entity/Q107016725,Королева змей,США
http://www.wikidata.org/entity/Q109451270,De zomer van Zoë,Нидерланды
http://www.wikidata.org/entity/Q107072432,Извне,США
http://www.wikidata.org/entity/Q107104310,Турист,США
http://www.wikidata.org/entity/Q107118205,"Mannen, mordet, mysteriet",Швеция
http://www.wikidata.org/entity/Q107104310,Турист,Австралия
http://www.wikidata.org/entity/Q107093800,En el nombre de Rocío,Испания
http://www.wikidata.org/entity/Q107132222,Декстер: Новая кровь,США
http://www.wikidata.org/entity/Q110583537,45 правил развода,США
http://www.wikidata.org/entity/Q108766501,The Lake,Канада
http://www.wikidata.org/entity/Q110652732,Грисельда,США
http://www.wikidata.org/entity/Q106963153,Kentän laidalla,Финляндия
http://www.wikidata.org/entity/Q110732490,Monstrous,Республика Корея
http://www.wikidata.org/entity/Q110644362,Irabazi Arte,Испания
http://www.wikidata.org/entity/Q110710110,Neymar: The Perfect Chaos,США
http://www.wikidata.org/entity/Q110446316,Сделано в Финляндии,Финляндия
http://www.wikidata.org/entity/Q107208749,The Real Sergio Ramos,Испания
http://www.wikidata.org/entity/Q110734341,I Am Georgina,США
http://www.wikidata.org/entity/Q107231059,Hot Mess House,США
http://www.wikidata.org/entity/Q106996436,Sedat Peker's YouTube videos,Турция
http://www.wikidata.org/entity/Q109350493,Maestro,Греция
http://www.wikidata.org/entity/Q110800138,Джордж и Тэмми,США
http://www.wikidata.org/entity/Q108811649,Again My Life,Республика Корея
http://www.wikidata.org/entity/Q108073346,Under Fire,Бельгия
http://www.wikidata.org/entity/Q108436887,Cargo,Финляндия
http://www.wikidata.org/entity/Q107299180,The Wizard of Paws,США
http://www.wikidata.org/entity/Q109612320,Urheilustudio,Финляндия
http://www.wikidata.org/entity/Q108935276,The Raincoat Killer: Chasing a Predator in Korea,Республика Корея
http://www.wikidata.org/entity/Q110883579,Het verhaal van Nederland,Нидерланды
http://www.wikidata.org/entity/Q111025790,Eve,Республика Корея
http://www.wikidata.org/entity/Q110519303,Agios Paisios: Apo ta Farasa ston ourano,Греция
http://www.wikidata.org/entity/Q110727965,Nelostie,Финляндия
http://www.wikidata.org/entity/Q107630333,Q107630333,Малайзия
http://www.wikidata.org/entity/Q107505019,ФБР: За границей (телесериал),США
http://www.wikidata.org/entity/Q109256855,Wushenzhidi buxiayu,Китайская Республика (Тайвань)
http://www.wikidata.org/entity/Q107330852,Tankkaustarinat,Финляндия
http://www.wikidata.org/entity/Q111179823,The Andy Warhol Diaries,США
http://www.wikidata.org/entity/Q107551345,Beti mugan,Испания
http://www.wikidata.org/entity/Q110936240,Untold Arctic Wars,Финляндия
http://www.wikidata.org/entity/Q107233698,Ферма Кларксона,Англия
http://www.wikidata.org/entity/Q111264125,Bad Vegan: Fame. Fraud. Fugitives.,США
http://www.wikidata.org/entity/Q111271539,The Virus that Shook the World,США
http://www.wikidata.org/entity/Q109781497,Жестокие эльфы,Дания
http://www.wikidata.org/entity/Q111291001,Make badminton great again,Дания
http://www.wikidata.org/entity/Q107740043,Once Upon a Time in Iran,Иран
http://www.wikidata.org/entity/Q107599276,Sophie: A Murder in West Cork,Ирландия
http://www.wikidata.org/entity/Q111285517,Kekkonen,Финляндия
http://www.wikidata.org/entity/Q107490942,"Judges, Flesh and Blood",Израиль
http://www.wikidata.org/entity/Q110443756,Военный прокурор Доберман,Республика Корея
http://www.wikidata.org/entity/Q109457588,Today's Webtoon,Республика Корея
http://www.wikidata.org/entity/Q107985886,El inmortal,Испания
http://www.wikidata.org/entity/Q108037291,Top Secret UFO Projects: Declassified,США
http://www.wikidata.org/entity/Q111450571,Suomineidot,Финляндия
http://www.wikidata.org/entity/Q110583537,45 правил развода,Объединённые Арабские Эмираты
http://www.wikidata.org/entity/Q108352888,Christmas Calendar of Yleisradio,Финляндия
http://www.wikidata.org/entity/Q110627977,Наш блюз,Республика Корея
http://www.wikidata.org/entity/Q108894557,Germinal,Италия
http://www.wikidata.org/entity/Q106226641,Q106226641,Дания
http://www.wikidata.org/entity/Q108281326,The FBI Declassified,США
http://www.wikidata.org/entity/Q108550787,UFO,США
http://www.wikidata.org/entity/Q110907998,Q110907998,Испания
http://www.wikidata.org/entity/Q106447910,Q106447910,Испания
http://www.wikidata.org/entity/Q110955363,El amor después del amor,Аргентина
http://www.wikidata.org/entity/Q105886249,Nevenka: Breaking the Silence,Испания
http://www.wikidata.org/entity/Q105975911,Q: Into the Storm,США
http://www.wikidata.org/entity/Q108453646,Turning Point: 9/11 and the War on Terror,США
http://www.wikidata.org/entity/Q107550859,Michael Ang's Halal Kitchen,Малайзия
http://www.wikidata.org/entity/Q111192240,Q111192240,Испания
http://www.wikidata.org/entity/Q107604626,AlRawabi School for Girls,Иордания
http://www.wikidata.org/entity/Q108583699,Countdown: Inspiration4 Mission to Space,США
http://www.wikidata.org/entity/Q106114651,The Unlikely Murderer,Швеция
http://www.wikidata.org/entity/Q106116575,Truth Behind the Moon Landing,США
http://www.wikidata.org/entity/Q108593564,Down The Line,Австралия
http://www.wikidata.org/entity/Q107629455,Badai Pesona Ringgit,Малайзия
http://www.wikidata.org/entity/Q107562612,"The King of Tears, Yi Bang-won",Республика Корея
http://www.wikidata.org/entity/Q109887194,Money Heist: From Tokyo to Berlin,Испания
http://www.wikidata.org/entity/Q111088357,Q111088357,Финляндия
http://www.wikidata.org/entity/Q98934156,Peacemaker,Финляндия
http://www.wikidata.org/entity/Q80441874,Koivisto,Финляндия
http://www.wikidata.org/entity/Q96484048,Floor Is Lava,США
http://www.wikidata.org/entity/Q74285789,The Devil Next Door,США
http://www.wikidata.org/entity/Q76151174,Q76151174,Норвегия
http://www.wikidata.org/entity/Q89439238,Eurasia: The Conquest of the East,Япония
http://www.wikidata.org/entity/Q90389788,Тегеран,Израиль
http://www.wikidata.org/entity/Q97214572,Q97214572,Малайзия
http://www.wikidata.org/entity/Q100268192,Relics and Rarities,США
http://www.wikidata.org/entity/Q100257363,Altsasu,Испания
http://www.wikidata.org/entity/Q83962233,Рагнарёк,Норвегия
http://www.wikidata.org/entity/Q92858392,Disney Insider,США
http://www.wikidata.org/entity/Q83962233,Рагнарёк,Дания
http://www.wikidata.org/entity/Q100316112,De hemmelige optagelser med Peter Madsen,Дания
http://www.wikidata.org/entity/Q100383971,George To The Rescue,США
http://www.wikidata.org/entity/Q100351075,Súbete a mi moto,Мексика
http://www.wikidata.org/entity/Q100386040,Vliegende Hollanders,Нидерланды
http://www.wikidata.org/entity/Q97168569,Detention,Китайская Республика (Тайвань)
http://www.wikidata.org/entity/Q104145677,Викинги: Вальхалла,США
http://www.wikidata.org/entity/Q99504893,Челленджер: Последний полет,США
http://www.wikidata.org/entity/Q87202748,Леонардо,США
http://www.wikidata.org/entity/Q81545595,Waliau'n Siarad,Уэльс
http://www.wikidata.org/entity/Q99592119,Aux frontières de la Chine,Япония
http://www.wikidata.org/entity/Q98807104,Q98807104,Алжир
http://www.wikidata.org/entity/Q87202748,Леонардо,Испания
http://www.wikidata.org/entity/Q104277167,Break It All: The History of Rock in Latin America,США
http://www.wikidata.org/entity/Q96195800,Maradona: Blessed Dream,Мексика
http://www.wikidata.org/entity/Q96195800,Maradona: Blessed Dream,Аргентина
http://www.wikidata.org/entity/Q102516827,Cry Wolf,Дания
http://www.wikidata.org/entity/Q100351075,Súbete a mi moto,Пуэрто-Рико
http://www.wikidata.org/entity/Q99662525,Het A-woord,Нидерланды
http://www.wikidata.org/entity/Q104145677,Викинги: Вальхалла,Канада
http://www.wikidata.org/entity/Q104145677,Викинги: Вальхалла,Ирландия
http://www.wikidata.org/entity/Q79254375,Førstegangstjenesten,Норвегия
http://www.wikidata.org/entity/Q100707086,The Investigation,Дания
http://www.wikidata.org/entity/Q98348188,Goedam,Республика Корея
http://www.wikidata.org/entity/Q87202748,Леонардо,Италия
http://www.wikidata.org/entity/Q104502921,Vidar älskar tåg,Швеция
http://www.wikidata.org/entity/Q79367041,Bronco: Un éxito indomable,Мексика
http://www.wikidata.org/entity/Q104603917,The Super Models,США
http://www.wikidata.org/entity/Q82396632,Изобретая Анну,США
http://www.wikidata.org/entity/Q104622663,The Surgeon's Cut,США
http://www.wikidata.org/entity/Q104668018,While the Rest of Us Die,США
http://www.wikidata.org/entity/Q105761392,Alba,Испания
http://www.wikidata.org/entity/Q99767279,Чтобы вы поняли… голосование,США
http://www.wikidata.org/entity/Q90259152,Г,Испания
http://www.wikidata.org/entity/Q100258618,Q100258618,Египет
http://www.wikidata.org/entity/Q93754011,Prop Culture,США
http://www.wikidata.org/entity/Q104871775,New Gold Mountain,Австралия
http://www.wikidata.org/entity/Q104867946,Journey of an African Colony,Нигерия
http://www.wikidata.org/entity/Q101420707,Ломка (мини-сериал),США
http://www.wikidata.org/entity/Q82070811,Халифат,Швеция
http://www.wikidata.org/entity/Q85807688,Последний танец (мини-сериал),США
http://www.wikidata.org/entity/Q85808569,The Strongest Man in History,США
http://www.wikidata.org/entity/Q85809934,Полиция Токио,США
http://www.wikidata.org/entity/Q85811329,Янг Дилан Тайлера Перри,США
http://www.wikidata.org/entity/Q105096728,Entre hombres,Аргентина
http://www.wikidata.org/entity/Q97187555,Кларисса,США
http://www.wikidata.org/entity/Q85845888,Everything's Gonna Be Okay,США
http://www.wikidata.org/entity/Q105177710,Bassie & Adriaan,Нидерланды
http://www.wikidata.org/entity/Q86730030,Переломный момент,Канада
http://www.wikidata.org/entity/Q81634406,Hekimoğlu,Турция
http://www.wikidata.org/entity/Q101962434,Railway Adventures Across Australia,Австралия
http://www.wikidata.org/entity/Q87915752,Humanima I,Канада
http://www.wikidata.org/entity/Q79997515,The Cursed,Республика Корея
http://www.wikidata.org/entity/Q87924597,Humanima II,Канада
http://www.wikidata.org/entity/Q87925760,Humanima IV,Канада
http://www.wikidata.org/entity/Q105395574,Maxitaxi Driver,Норвегия
http://www.wikidata.org/entity/Q99736161,Art of the Heist,США
http://www.wikidata.org/entity/Q97657646,The Vet Life,США
http://www.wikidata.org/entity/Q105459622,Молодой Скала,США
http://www.wikidata.org/entity/Q97670570,Mummy Mysteries,США
http://www.wikidata.org/entity/Q96409695,The Vow,США
http://www.wikidata.org/entity/Q105553568,Уэнздей,США
http://www.wikidata.org/entity/Q102396788,We Are the Champions,США
http://www.wikidata.org/entity/Q105710016,La Fortuna,США
http://www.wikidata.org/entity/Q88532913,The Beatles: Get Back,США
http://www.wikidata.org/entity/Q105710016,La Fortuna,Испания
http://www.wikidata.org/entity/Q105753211,Список смертников,США
http://www.wikidata.org/entity/Q86523693,Unabomber: In His Own Words,США
http://www.wikidata.org/entity/Q98098241,Ask This Old House,США
http://www.wikidata.org/entity/Q98457843,Dr. Ambedkar,Индия
http://www.wikidata.org/entity/Q105814075,Murder Among the Mormons,США
http://www.wikidata.org/entity/Q102405516,Маленький бродяга,Канада
http://www.wikidata.org/entity/Q99518853,The Beauty Queen Of Jerusalem,Израиль
http://www.wikidata.org/entity/Q77949688,The Movies That Made Us,США
http://www.wikidata.org/entity/Q88532913,The Beatles: Get Back,Новая Зеландия
http://www.wikidata.org/entity/Q88306935,Король тигров,США
http://www.wikidata.org/entity/Q91850851,Arashi's Diary: Voyage,Япония
http://www.wikidata.org/entity/Q81560766,Cheer,США
http://www.wikidata.org/entity/Q82500746,Forest,Республика Корея
http://www.wikidata.org/entity/Q104607512,Taxi Driver,Республика Корея
http://www.wikidata.org/entity/Q97223114,Мышь (телесериал),Республика Корея
http://www.wikidata.org/entity/Q85712059,Голливуд,США
http://www.wikidata.org/entity/Q86739713,How It's Made: Dream Cars,Канада
http://www.wikidata.org/entity/Q105702039,Legal Wives,Филиппины
http://www.wikidata.org/entity/Q85875488,Seqalu: Formosa 1867,Китайская Республика (Тайвань)
http://www.wikidata.org/entity/Q93615121,Q93615121,Испания
http://www.wikidata.org/entity/Q105226735,Охотник за дезертирами,Республика Корея
http://www.wikidata.org/entity/Q83875291,Luontohetki,Финляндия
http://www.wikidata.org/entity/Q55604025,Иная жизнь,США
http://www.wikidata.org/entity/Q55609230,Мёртв для меня,США
http://www.wikidata.org/entity/Q65068443,You Got Trumped: The First 100 Days,Канада
http://www.wikidata.org/entity/Q55635296,Горячая зона,США
http://www.wikidata.org/entity/Q55611646,Filthy Rich and Homeless,Австралия
http://www.wikidata.org/entity/Q55639602,Dr. K's Exotic Animal ER,США
http://www.wikidata.org/entity/Q55642275,Враг внутри,США
http://www.wikidata.org/entity/Q65328651,Q65328651,Республика Корея
http://www.wikidata.org/entity/Q59194377,La reina soy yo,США
http://www.wikidata.org/entity/Q59194377,La reina soy yo,Мексика
http://www.wikidata.org/entity/Q54666741,Friend Zone The Series,Таиланд
http://www.wikidata.org/entity/Q63965736,Блудный сын,США
http://www.wikidata.org/entity/Q68799657,"Freddy, leven in de brouwerij",Нидерланды
http://www.wikidata.org/entity/Q64031867,Birds of North America,США
http://www.wikidata.org/entity/Q55094304,The Horn,США
http://www.wikidata.org/entity/Q55960534,The Henry Ford's Innovation Nation,США
http://www.wikidata.org/entity/Q65923456,What Did You Eat Yesterday?,Япония
http://www.wikidata.org/entity/Q51456338,Cooked,США
http://www.wikidata.org/entity/Q62670417,The Disappearance of Madeleine McCann,США
http://www.wikidata.org/entity/Q65766547,Blown Away,Канада
http://www.wikidata.org/entity/Q64349029,Локи,США
http://www.wikidata.org/entity/Q56235675,Чёрное лето,США
http://www.wikidata.org/entity/Q56244924,Follow This,США
http://www.wikidata.org/entity/Q56281064,Самый громкий голос,США
http://www.wikidata.org/entity/Q59833414,Миссис Америка,США
http://www.wikidata.org/entity/Q72930269,Дом Дракона,США
http://www.wikidata.org/entity/Q59391099,Scarlet,Япония
http://www.wikidata.org/entity/Q55266400,Still 17,Республика Корея
http://www.wikidata.org/entity/Q46992829,Проект «Синяя книга»,США
http://www.wikidata.org/entity/Q51572795,Зыбучие пески,Швеция
http://www.wikidata.org/entity/Q56400945,Radalla,Финляндия
http://www.wikidata.org/entity/Q56723241,Bobby Kennedy for President,США
http://www.wikidata.org/entity/Q60324083,Магическая уборка с Мари Кондо,США
http://www.wikidata.org/entity/Q55609543,Дикинсон,США
http://www.wikidata.org/entity/Q65239333,My Holo Love,Республика Корея
http://www.wikidata.org/entity/Q55697333,Street Food Fighter,Республика Корея
http://www.wikidata.org/entity/Q58848843,Dogs,США
http://www.wikidata.org/entity/Q56224452,Dr. Pimple Popper,США
http://www.wikidata.org/entity/Q56275505,Эйфория,США
http://www.wikidata.org/entity/Q50366624,Flint Town,США
http://www.wikidata.org/entity/Q56347620,Suits,Япония
http://www.wikidata.org/entity/Q60576288,Allah Yssameh,Марокко
http://www.wikidata.org/entity/Q60576294,Assafha Al Oula,Марокко
http://www.wikidata.org/entity/Q53951774,We Speak Dance,США
http://www.wikidata.org/entity/Q52510615,My Runway,Республика Корея
http://www.wikidata.org/entity/Q60747802,Воспитанные волками,США
http://www.wikidata.org/entity/Q46995743,Q46995743,Бельгия
http://www.wikidata.org/entity/Q60768823,Surviving R. Kelly,США
http://www.wikidata.org/entity/Q71817867,Keihäsmatkat,Финляндия
http://www.wikidata.org/entity/Q60787503,Избранные (телесериал),США
http://www.wikidata.org/entity/Q60786247,Diary of an Uber Driver,Австралия
http://www.wikidata.org/entity/Q47106971,Q47106971,Австрия
http://www.wikidata.org/entity/Q73983505,Q73983505,Венгрия
http://www.wikidata.org/entity/Q64706363,Beauty and the Beach,Новая Зеландия
http://www.wikidata.org/entity/Q70481824,Rhythm + Flow,США
http://www.wikidata.org/entity/Q48758161,Fugueuse,Канада
http://www.wikidata.org/entity/Q66810047,Rust Valley Restorers,Канада
http://www.wikidata.org/entity/Q64029806,Al Madi La Yamout,Марокко
http://www.wikidata.org/entity/Q51789631,Fearless,США
http://www.wikidata.org/entity/Q61102857,Alliyambal,Индия
http://www.wikidata.org/entity/Q64222316,Did I Mention Invention?,США
http://www.wikidata.org/entity/Q61209170,Беседы с убийцей: Записи Теда Банди,США
http://www.wikidata.org/entity/Q61782859,Великая,США
http://www.wikidata.org/entity/Q65069124,Wu-Tang Clan: Of Mics and Men,США
http://www.wikidata.org/entity/Q66680761,Diagnosis,США
http://www.wikidata.org/entity/Q55089526,The Fourth Estate,США
http://www.wikidata.org/entity/Q60761911,The End,Австралия
http://www.wikidata.org/entity/Q64485173,The Prosecutors: In Pursuit of Justice,США
http://www.wikidata.org/entity/Q54877718,Intricate Vengeance,США
http://www.wikidata.org/entity/Q48744320,Новобранец,США
http://www.wikidata.org/entity/Q61466537,Examination of Conscience,Испания
http://www.wikidata.org/entity/Q63264267,Be Melodramatic,Республика Корея
http://www.wikidata.org/entity/Q54958409,Ради всего человечества,США
http://www.wikidata.org/entity/Q54958908,Крёстный отец Гарлема,США
http://www.wikidata.org/entity/Q55012267,Испанская принцесса,США
http://www.wikidata.org/entity/Q55637582,Реальные упыри,США
http://www.wikidata.org/entity/Q58326265,Clodagh’s Irish Food Trails,США
http://www.wikidata.org/entity/Q55094253,Screenland,США
http://www.wikidata.org/entity/Q55094442,Social Fabric,США
http://www.wikidata.org/entity/Q53375767,Наследие,США
http://www.wikidata.org/entity/Q60477478,He Is Psychometric,Республика Корея
http://www.wikidata.org/entity/Q51884425,Stalkers Who Kill,США
http://www.wikidata.org/entity/Q56275161,Загрузка,США
http://www.wikidata.org/entity/Q62419394,Y. Последний мужчина,США
http://www.wikidata.org/entity/Q61126560,Q61126560,Израиль
http://www.wikidata.org/entity/Q47420258,Suits,Республика Корея
http://www.wikidata.org/entity/Q54869972,Oulad Ali,Марокко
http://www.wikidata.org/entity/Q64969653,Дюна: Пророчество,США
http://www.wikidata.org/entity/Q61930031,Cricket Fever: Mumbai Indians,Индия
http://www.wikidata.org/entity/Q65045955,Saturday Night Politics with Donny Deutsch,США
http://www.wikidata.org/entity/Q65076295,ФБР: Самые разыскиваемые,США
http://www.wikidata.org/entity/Q65048140,The Alcasser Murders,Испания
http://www.wikidata.org/entity/Q48728146,Romil & Jugal,Индия
http://www.wikidata.org/entity/Q48728593,Bose: Dead/Alive,Индия
http://www.wikidata.org/entity/Q48731773,Boygiri,Индия
http://www.wikidata.org/entity/Q48742274,Mustangs FC,Австралия
http://www.wikidata.org/entity/Q48878849,Q48878849,Португалия
http://www.wikidata.org/entity/Q48797086,Город приливов,Австралия
http://www.wikidata.org/entity/Q48851387,Моя идеальная семья,США
http://www.wikidata.org/entity/Q68380776,Make It Artsy,США
http://www.wikidata.org/entity/Q26430211,Offside,Швеция
http://www.wikidata.org/entity/Q29879627,Criminal Minds,Республика Корея
http://www.wikidata.org/entity/Q26961773,Doomsday Bunkers,США
http://www.wikidata.org/entity/Q29578327,American Playboy: The Hugh Hefner Story,США
http://www.wikidata.org/entity/Q21159998,Beacon Hill,США
http://www.wikidata.org/entity/Q29636642,Эль Чапо,США
http://www.wikidata.org/entity/Q22686294,Q22686294,Сирия
http://www.wikidata.org/entity/Q42301792,The Canopus,Иран
http://www.wikidata.org/entity/Q21715179,Билли и Билли,США
http://www.wikidata.org/entity/Q24330171,The Timeless Land,Австралия
http://www.wikidata.org/entity/Q42301907,ФБР,США
http://www.wikidata.org/entity/Q27020440,The Happos Family,Италия
http://www.wikidata.org/entity/Q21784198,Создавая убийцу,США
http://www.wikidata.org/entity/Q31359488,Q31359488,Уэльс
http://www.wikidata.org/entity/Q30005220,"Спецназ (телесериал, США, 2017)",США
http://www.wikidata.org/entity/Q27020440,The Happos Family,Англия
http://www.wikidata.org/entity/Q25159357,Белая принцесса,США
http://www.wikidata.org/entity/Q22025597,Tainted Dreams,США
http://www.wikidata.org/entity/Q29048284,Sisters-in-Law,Республика Корея
http://www.wikidata.org/entity/Q24705137,Путешественники,США
http://www.wikidata.org/entity/Q21161206,Anacostia,США
http://www.wikidata.org/entity/Q22075213,Stop Laughing...This Is Serious,Австралия
http://www.wikidata.org/entity/Q41497738,Money Flower,Республика Корея
http://www.wikidata.org/entity/Q30607886,Вьетнам,США
http://www.wikidata.org/entity/Q22124836,Anige☆Eleven!,Япония
http://www.wikidata.org/entity/Q27588489,Kyabasuka Gakuen,Япония
http://www.wikidata.org/entity/Q24806971,Lone Star Law,США
http://www.wikidata.org/entity/Q30745618,Сирена,США
http://www.wikidata.org/entity/Q24875741,Japan Railway Journal,Япония
http://www.wikidata.org/entity/Q24278895,Ishqbaaz,Индия
http://www.wikidata.org/entity/Q20474552,Blood of the Sea,Турция
http://www.wikidata.org/entity/Q29264315,Lovers in Bloom,Республика Корея
