tv_series,tv_seriesLabel,start_year,end_year,subjectLabel
http://www.wikidata.org/entity/Q21784198,Создавая убийцу,2015,2018,Brendan Dassey
http://www.wikidata.org/entity/Q20456237,Tanah Kubur,2011,2016,исламский взгляд на смерть
http://www.wikidata.org/entity/Q20642206,Нарко,2015,2017,Пабло Эскобар
http://www.wikidata.org/entity/Q23021152,Treehouse Masters,2013,2018,Дом на дереве
http://www.wikidata.org/entity/Q19868488,Dogs with Jobs,2000,2004,show dog
http://www.wikidata.org/entity/Q28859344,Counting On,2015,2020,Duggar family
http://www.wikidata.org/entity/Q27927444,Мифы Древней Греции,2016,2016,древнегреческая мифология
http://www.wikidata.org/entity/Q20992354,Cromo,2015,2015,коррупция
http://www.wikidata.org/entity/Q20992354,Cromo,2015,2015,преступление
http://www.wikidata.org/entity/Q21784198,Создавая убийцу,2015,2018,Стивен Эйвери
http://www.wikidata.org/entity/Q20642206,Нарко,2015,2017,corruption in Colombia
http://www.wikidata.org/entity/Q22690841,Yalla NY,2014,2014,американцы арабского происхождения
http://www.wikidata.org/entity/Q18652369,The Legend of Xiaozhuang,2015,2016,Сяочжуан
http://www.wikidata.org/entity/Q27971007,Vyšehrad,2016,2017,футболист
http://www.wikidata.org/entity/Q19520525,Люцифер,2016,2021,Департамент полиции города Лос-Анджелес
http://www.wikidata.org/entity/Q20020291,24 Hours in the Past,2015,2015,Викторианская эпоха
http://www.wikidata.org/entity/Q19798734,Очень странные дела,2016,2025,монстр
http://www.wikidata.org/entity/Q19798734,Очень странные дела,2016,2025,суперсила
http://www.wikidata.org/entity/Q20642206,Нарко,2015,2017,биологически активные вещества
http://www.wikidata.org/entity/Q26262749,Tusenårsresan,1999,1999,история Швеции
http://www.wikidata.org/entity/Q20992354,Cromo,2015,2015,загрязнение окружающей среды
http://www.wikidata.org/entity/Q22931491,Влечение,2016,2016,ЛГБТ
http://www.wikidata.org/entity/Q24806971,Lone Star Law,2016,2021,game warden
http://www.wikidata.org/entity/Q19911394,Области тьмы,2015,2016,ноотроп
http://www.wikidata.org/entity/Q19798734,Очень странные дела,2016,2025,параллельные миры в фантастике
http://www.wikidata.org/entity/Q27588489,Kyabasuka Gakuen,2016,2017,хост-клуб
http://www.wikidata.org/entity/Q20757565,Toto Neechan,2016,2016,издательское дело
http://www.wikidata.org/entity/Q21065419,Adam Ruins Everything,2015,2019,распространённое заблуждение
http://www.wikidata.org/entity/Q21409357,Golden Life,2015,2018,семья
http://www.wikidata.org/entity/Q29264315,Lovers in Bloom,2017,2017,семья
http://www.wikidata.org/entity/Q27888038,Марс,2016,2018,колонизация Марса
http://www.wikidata.org/entity/Q19798734,Очень странные дела,2016,2025,1980-е годы
http://www.wikidata.org/entity/Q20110576,Shahrzad,2015,2016,любовь
http://www.wikidata.org/entity/Q20110576,Shahrzad,2015,2016,мафия
http://www.wikidata.org/entity/Q19888615,Игрок,2015,2015,самосуд
http://www.wikidata.org/entity/Q20899426,Dinosaur Britain,2015,2015,динозавры
http://www.wikidata.org/entity/Q29562872,I Hate You I Love You,2016,2017,любовь
http://www.wikidata.org/entity/Q19911394,Области тьмы,2015,2016,улучшение человека
http://www.wikidata.org/entity/Q19798734,Очень странные дела,2016,2025,пси-фактор
http://www.wikidata.org/entity/Q29048284,Sisters-in-Law,2017,2017,семья
http://www.wikidata.org/entity/Q29474217,Гений,2017,2024,Мартин Лютер Кинг
http://www.wikidata.org/entity/Q21079531,Медичи,2016,2019,Медичи
http://www.wikidata.org/entity/Q27949149,Introverted Boss,2017,2017,Интроверсия — экстраверсия
http://www.wikidata.org/entity/Q28035803,София (телесериал),2016,2016,София Палеолог
http://www.wikidata.org/entity/Q20968181,"Карлос, король и император",2015,2016,Карл V
http://www.wikidata.org/entity/Q25842244,Last Chance U,2016,2020,college football
http://www.wikidata.org/entity/Q28836943,La Cacica,2017,2018,Consuelo Araújo
http://www.wikidata.org/entity/Q19572149,Люди,2015,2018,робот
http://www.wikidata.org/entity/Q19572149,Люди,2015,2018,андроид
http://www.wikidata.org/entity/Q29474217,Гений,2017,2024,Малкольм Икс
http://www.wikidata.org/entity/Q21409357,Golden Life,2015,2018,организованная преступность
http://www.wikidata.org/entity/Q22266766,По волчьим законам,2016,2022,организованная преступность
http://www.wikidata.org/entity/Q24278895,Ishqbaaz,,2019,семья
http://www.wikidata.org/entity/Q29474217,Гений,2017,2024,Арета Франклин
http://www.wikidata.org/entity/Q18406980,Чернобыль. Зона отчуждения,2014,2017,путешествие во времени
http://www.wikidata.org/entity/Q27312160,Северяне,2016,2020,эпоха викингов
http://www.wikidata.org/entity/Q18406980,Чернобыль. Зона отчуждения,2014,2017,параллельные миры
http://www.wikidata.org/entity/Q29474217,Гений,2017,2024,Альберт Эйнштейн
http://www.wikidata.org/entity/Q19707871,Nykäsen Matti,2012,2013,Матти Нюкянен
http://www.wikidata.org/entity/Q20110576,Shahrzad,2015,2016,насильственный брак
http://www.wikidata.org/entity/Q19572149,Люди,2015,2018,искусственный интеллект
http://www.wikidata.org/entity/Q19863968,Легенды завтрашнего дня,2016,2022,путешествие во времени
http://www.wikidata.org/entity/Q19593682,Колония,2016,2018,вторжение пришельцев
http://www.wikidata.org/entity/Q19888615,Игрок,2015,2015,игра случая
http://www.wikidata.org/entity/Q18406980,Чернобыль. Зона отчуждения,2014,2017,авария на Чернобыльской АЭС
http://www.wikidata.org/entity/Q18397063,Welkom bij de Romeinen,2014,2014,римляне
http://www.wikidata.org/entity/Q22227196,Белая рабыня,2016,2016,свобода
http://www.wikidata.org/entity/Q22227196,Белая рабыня,2016,2016,раб
http://www.wikidata.org/entity/Q20971282,Grensland,2015,2015,внешняя политика России
http://www.wikidata.org/entity/Q22266766,По волчьим законам,2016,2022,неблагополучная семья
http://www.wikidata.org/entity/Q20110576,Shahrzad,2015,2016,Операция Аякс
http://www.wikidata.org/entity/Q22227196,Белая рабыня,2016,2016,Испания
http://www.wikidata.org/entity/Q22227196,Белая рабыня,2016,2016,Колумбия
http://www.wikidata.org/entity/Q18165594,Gold Coast Cops,2014,2015,полиция
http://www.wikidata.org/entity/Q20707362,Корона,2016,2023,Елизавета II
http://www.wikidata.org/entity/Q25842244,Last Chance U,2016,2020,East Mississippi Community College
http://www.wikidata.org/entity/Q21079531,Медичи,2016,2019,история Флоренции
http://www.wikidata.org/entity/Q28759639,Мата Хари,2017,2017,Мата Хари
http://www.wikidata.org/entity/Q19798726,The Lizzie Borden Chronicles,2014,2015,Лиззи Борден
http://www.wikidata.org/entity/Q29474217,Гений,2017,2024,Пабло Пикассо
http://www.wikidata.org/entity/Q20075435,Гвардия,2015,2017,Евромайдан
http://www.wikidata.org/entity/Q25159357,Белая принцесса,2017,2017,Елизавета Йоркская
http://www.wikidata.org/entity/Q19888615,Игрок,2015,2015,необъяснимое исчезновение
http://www.wikidata.org/entity/Q20642206,Нарко,2015,2017,кокаин
http://www.wikidata.org/entity/Q20774965,Клуб Ворон,2015,2019,футбол
http://www.wikidata.org/entity/Q20642206,Нарко,2015,2017,наркоторговля
http://www.wikidata.org/entity/Q3220781,Canada: A People's History,2000,,история Канады
http://www.wikidata.org/entity/Q2069800,American Pickers,2010,,антиквариат
http://www.wikidata.org/entity/Q1767806,У Чэнъэнь и Путешествие на Запад,2010,,Путешествие на Запад
http://www.wikidata.org/entity/Q720838,Strangers 6,,,землетрясение
http://www.wikidata.org/entity/Q1268407,Tanzalarm,2004,,танец
http://www.wikidata.org/entity/Q720838,Strangers 6,,,террорист
http://www.wikidata.org/entity/Q980413,Yakyū-kyō no Uta,,,спорт
http://www.wikidata.org/entity/Q980413,Yakyū-kyō no Uta,,,бейсбол
http://www.wikidata.org/entity/Q5205175,DIY SOS,1999,,ремонт жилища
http://www.wikidata.org/entity/Q112403,Property Brothers,2011,,ремонт жилища
http://www.wikidata.org/entity/Q4535715,Я не я,,,обмен телами
http://www.wikidata.org/entity/Q4390152,Раскол,2011,,Раскол Русской церкви
http://www.wikidata.org/entity/Q586680,Джордж Вашингтон,1984,,Джордж Вашингтон
http://www.wikidata.org/entity/Q5138078,Coast,2005,,coastline of the United Kingdom
http://www.wikidata.org/entity/Q2501910,Древние пришельцы,2009,,палеоконтакт
http://www.wikidata.org/entity/Q4877770,Beautiful Minds,2006,,аутизм
http://www.wikidata.org/entity/Q3201398,Алфавит Жиля Делёза,1996,,философия
http://www.wikidata.org/entity/Q4545634,"1,000 Places to See Before You Die",2007,,путешествие
http://www.wikidata.org/entity/Q3441865,Room Service,,,ремонт жилища
http://www.wikidata.org/entity/Q4185869,Suzuki Sensei,2011,,ученик средней школы
http://www.wikidata.org/entity/Q4854238,Band in a Bubble,2007,,музыкальная группа
http://www.wikidata.org/entity/Q886442,Blood and Honor: Youth Under Hitler,1982,,Нацистская Германия
http://www.wikidata.org/entity/Q2438487,Rokudenashi Blues,,,спорт
http://www.wikidata.org/entity/Q871786,Stülpner-Legende,1973,,Karl Stülpner
http://www.wikidata.org/entity/Q985890,Haru to Natsu,,,Иссэй
http://www.wikidata.org/entity/Q4834823,BBC History of World War II,,,Вторая мировая война
http://www.wikidata.org/entity/Q701189,Kindaichi Case Files,1995,,учащийся старших классов
http://www.wikidata.org/entity/Q886442,Blood and Honor: Youth Under Hitler,1982,,Вторая мировая война
http://www.wikidata.org/entity/Q2487216,Van Moskou tot Moermansk,,,Россия
http://www.wikidata.org/entity/Q1262491,Potpisani,2009,,Вторая мировая война
http://www.wikidata.org/entity/Q3201398,Алфавит Жиля Делёза,1996,,Жиль Делёз
http://www.wikidata.org/entity/Q2086005,Harenchi Gakuen,1970,,ученик начальной школы
http://www.wikidata.org/entity/Q5039418,Caribbean Rhythms,,,музыкальный видеоклип
http://www.wikidata.org/entity/Q1548487,Grand Design,1999,,образ жизни
http://www.wikidata.org/entity/Q2438487,Rokudenashi Blues,,,учащийся старших классов
http://www.wikidata.org/entity/Q4775195,America's Antiques Roadshow,2003,,антиквариат
http://www.wikidata.org/entity/Q321423,Закон и порядок,1990,,Департамент полиции города Нью-Йорка
http://www.wikidata.org/entity/Q1387589,FC Rückpass,2010,,футбол
http://www.wikidata.org/entity/Q720838,Strangers 6,,,стихийное бедствие
http://www.wikidata.org/entity/Q3210203,The Legend of Science,1997,,знание
http://www.wikidata.org/entity/Q1548487,Grand Design,1999,,архитектура Великобритании
http://www.wikidata.org/entity/Q835601,Schätze der Welt,1995,,всемирное наследие
http://www.wikidata.org/entity/Q4659097,A Question of Sport,1968,,спорт
http://www.wikidata.org/entity/Q4986460,Building A Difference,,,ремонт жилища
http://www.wikidata.org/entity/Q4854238,Band in a Bubble,2007,,запись звука
http://www.wikidata.org/entity/Q2633492,Happy!,,,спорт
http://www.wikidata.org/entity/Q2387739,Q2387739,2008,,Q114828190
http://www.wikidata.org/entity/Q985890,Haru to Natsu,,,японцы в Бразилии
http://www.wikidata.org/entity/Q1054175,The Fuccons,2005,,манекен
http://www.wikidata.org/entity/Q2985293,Родословная семьи,2004,,генеалогия
http://www.wikidata.org/entity/Q3546609,Q3546609,1977,,спорт
http://www.wikidata.org/entity/Q218567,Закон и порядок: Специальный корпус,1999,,Департамент полиции города Нью-Йорка
http://www.wikidata.org/entity/Q3210203,The Legend of Science,1997,,история науки
http://www.wikidata.org/entity/Q4775186,Antiques Road Trip,2010,,антиквариат
http://www.wikidata.org/entity/Q3019585,Мохтарнаме,2010,,аль-Мухтар ас-Сакафи
http://www.wikidata.org/entity/Q1548487,Grand Design,1999,,home construction
http://www.wikidata.org/entity/Q3477267,Secrets d'histoire,,,история
http://www.wikidata.org/entity/Q797907,Копы (телесериал),1989,,полиция
http://www.wikidata.org/entity/Q558112,Чёрное зеркало,2011,,технология
http://www.wikidata.org/entity/Q2935920,Q2935920,,,футбол
http://www.wikidata.org/entity/Q4660547,A War Diary,2001,,Вторая мировая война
http://www.wikidata.org/entity/Q3477267,Secrets d'histoire,,,биография
http://www.wikidata.org/entity/Q2910877,Эрец Нехедерет,2003,,культура Израиля
http://www.wikidata.org/entity/Q759477,Несчастливы вместе,1995,,неблагополучная семья
http://www.wikidata.org/entity/Q1088765,Monday Night Football,1970,,Национальная футбольная лига
http://www.wikidata.org/entity/Q1236363,Люди Пако,2005,,Pignoise
http://www.wikidata.org/entity/Q5003325,Buy Me,2005,,ремонт жилища
http://www.wikidata.org/entity/Q1187416,Пожарные Чикаго,2012,,Chicago Fire Department
http://www.wikidata.org/entity/Q527965,Расследования авиакатастроф,2003,,авиационное происшествие
http://www.wikidata.org/entity/Q1400775,Парни из Трейлер Парка,2001,,трейлерный парк
http://www.wikidata.org/entity/Q720650,Aftermath,2010,,экологическая проблема
http://www.wikidata.org/entity/Q3052933,Antiques Roadshow,1979,,антиквариат
http://www.wikidata.org/entity/Q5168846,Coppers,,,полиция
http://www.wikidata.org/entity/Q3381198,Q3381198,,,философия
http://www.wikidata.org/entity/Q4764860,Animal Park,2000,,Longleat Safari and Adventure Park
http://www.wikidata.org/entity/Q2582960,Великая война,2010,,Великая Отечественная война
http://www.wikidata.org/entity/Q3515261,Tansi! Nehiyawetan,,,кри
http://www.wikidata.org/entity/Q3220781,Canada: A People's History,2000,,канадцы
http://www.wikidata.org/entity/Q4950072,Bouquet of Barbed Wire,1976,,неблагополучная семья
http://www.wikidata.org/entity/Q3019585,Мохтарнаме,2010,,Битва при Кербеле
http://www.wikidata.org/entity/Q794145,Pawn Stars,2009,,антиквариат
http://www.wikidata.org/entity/Q794145,Pawn Stars,2009,,ломбард
http://www.wikidata.org/entity/Q3515261,Tansi! Nehiyawetan,,,обучение иностранным языкам
http://www.wikidata.org/entity/Q3519442,Thalassa,1975,,море
http://www.wikidata.org/entity/Q4631870,24 Hours in A&E,2011,,отделение неотложной помощи
http://www.wikidata.org/entity/Q4690485,After Dark,,,политика
http://www.wikidata.org/entity/Q3071768,Nova,1974,,наука
http://www.wikidata.org/entity/Q4949409,Bought & Sold,2007,,ремонт жилища
http://www.wikidata.org/entity/Q202141,Мыслить как преступник,2005,,Профилирование
http://www.wikidata.org/entity/Q4589758,Van Moskou tot Magadan,,,Россия
http://www.wikidata.org/entity/Q1767806,У Чэнъэнь и Путешествие на Запад,2010,,У Чэнъэнь
http://www.wikidata.org/entity/Q4631847,24 Hour Design,2006,,ремонт жилища
http://www.wikidata.org/entity/Q3189895,рождественский календарь шведского телевидения,1960,,Рождество Христово
http://www.wikidata.org/entity/Q4384432,Путь героина,1990,,наркоторговля
http://www.wikidata.org/entity/Q2333777,Я стесняюсь своего тела,2014,,болезнь
http://www.wikidata.org/entity/Q1236363,Люди Пако,2005,,Estopa
http://www.wikidata.org/entity/Q1112475,Горизонт,1964,,философия
http://www.wikidata.org/entity/Q1112475,Горизонт,1964,,наука
http://www.wikidata.org/entity/Q4698867,Airplaneski!,,,авиация
http://www.wikidata.org/entity/Q7366304,Room to Improve,2007,,ремонт жилища
http://www.wikidata.org/entity/Q6651101,Little Napoleons,,,политика
http://www.wikidata.org/entity/Q6945330,My Extreme Animal Phobia,2011,,зоофобия
http://www.wikidata.org/entity/Q5397097,Escape to the Country,2002,,недвижимость
http://www.wikidata.org/entity/Q5305406,Dragons' Den,2005,,предпринимательство
http://www.wikidata.org/entity/Q5305406,Dragons' Den,2005,,бизнес
http://www.wikidata.org/entity/Q5290147,Domestic Blitz,2008,,ремонт жилища
http://www.wikidata.org/entity/Q7654182,Sweat Equity,,,ремонт жилища
http://www.wikidata.org/entity/Q6953726,NFL GameDay,,,американский футбол
http://www.wikidata.org/entity/Q6190909,Королева Джханси,2009,,Британская Индия
http://www.wikidata.org/entity/Q7747962,The Lock Up,2011,,полиция
http://www.wikidata.org/entity/Q5709984,Help! My House is Falling Down,,,ремонт жилища
http://www.wikidata.org/entity/Q5893357,"Honey, We're Killing the Kids",2005,,воспитание
http://www.wikidata.org/entity/Q5913786,House Rules,,,ремонт жилища
http://www.wikidata.org/entity/Q5353649,Hana no Zubora-Meshi,2012,,кулинария
http://www.wikidata.org/entity/Q7450155,Send in the Dogs,2009,,розыскная служба
http://www.wikidata.org/entity/Q7450156,Send in the Dogs Australia,2011,,розыскная служба
http://www.wikidata.org/entity/Q6945154,My Chief and My Regiment,2009,,Вторая мировая война
http://www.wikidata.org/entity/Q6190909,Королева Джханси,2009,,Лакшми Баи
http://www.wikidata.org/entity/Q5577732,"Going, Going, Gone",,,антиквариат
http://www.wikidata.org/entity/Q7209406,Police,,,полиция
http://www.wikidata.org/entity/Q7759050,The Quest for Shakespeare,,,Уильям Шекспир
http://www.wikidata.org/entity/Q5521117,Ganges,,,Ганг
http://www.wikidata.org/entity/Q6898645,Monday Night Countdown,1993,,Национальная футбольная лига
http://www.wikidata.org/entity/Q5520035,Gamepad,,,компьютерная игра
http://www.wikidata.org/entity/Q7759573,The Real Estate Pros,,,ремонт жилища
http://www.wikidata.org/entity/Q5976940,"I Don't Mean to be Rude, But...",,,Саймон Коуэлл
http://www.wikidata.org/entity/Q5918034,How Not to Decorate,,,ремонт жилища
http://www.wikidata.org/entity/Q6109302,JZone,,,Главная лига бейсбола
http://www.wikidata.org/entity/Q7622981,Street Wars,2005,,полиция
http://www.wikidata.org/entity/Q6859803,Million Pound Property Experiment,,,ремонт жилища
http://www.wikidata.org/entity/Q5273714,Dickinson's Real Deal,2006,,антиквариат
http://www.wikidata.org/entity/Q5646701,Han Wu Da Di,2005,,У-ди
http://www.wikidata.org/entity/Q7209531,Police Ten 7,,,полиция
http://www.wikidata.org/entity/Q5934813,Ravayat-e Fath,,,Ирано-иракская война
http://www.wikidata.org/entity/Q7203414,Playing for Peanuts,,,бейсбол
http://www.wikidata.org/entity/Q7713706,Q7713706,2005,,политика
http://www.wikidata.org/entity/Q7209472,Police Interceptors,2008,,полиция
http://www.wikidata.org/entity/Q7209519,Police Stop!,1994,,полиция
http://www.wikidata.org/entity/Q5245908,Dealers,,,антиквариат
http://www.wikidata.org/entity/Q5275664,Digging for Britain,2010,,археология
http://www.wikidata.org/entity/Q5287574,Doctors to Be: 20 Years On,,,врач
http://www.wikidata.org/entity/Q7489816,Shark Week,,,акулы
http://www.wikidata.org/entity/Q5905234,Horror in the East,2000,,Вторая мировая война
http://www.wikidata.org/entity/Q7718625,The Block,,,ремонт жилища
http://www.wikidata.org/entity/Q7337390,River Elegy,,,Китай
http://www.wikidata.org/entity/Q5365522,Hyakki Yakōshō,,,монстр
http://www.wikidata.org/entity/Q5247615,Death on the Rock,,,Операция «Флавий»
http://www.wikidata.org/entity/Q5533145,Genghis Khan,,,Чингисхан
http://www.wikidata.org/entity/Q6147964,Jammin' in the Middle E,,,организованная преступность
http://www.wikidata.org/entity/Q7339553,Road to Redemption,,,Олимпийские игры
http://www.wikidata.org/entity/Q7339553,Road to Redemption,,,баскетбол
http://www.wikidata.org/entity/Q6352342,Kalgoorlie Cops,,,полиция
http://www.wikidata.org/entity/Q5457541,Flash and Dash,,,автомобиль
http://www.wikidata.org/entity/Q7491901,She's the Mayor,,,политика
http://www.wikidata.org/entity/Q5371436,Mrs. Saito,2008,,ученик начальной школы
http://www.wikidata.org/entity/Q5273714,Dickinson's Real Deal,2006,,объект коллекционирования
http://www.wikidata.org/entity/Q7634997,Sugarless,,,учащийся старших классов
http://www.wikidata.org/entity/Q7458466,Sex and Shopping,,,проституция
http://www.wikidata.org/entity/Q6089081,Cennet Mahallesi,,,Цыгане в Турции
http://www.wikidata.org/entity/Q5889415,Homefront,,,сделай сам
http://www.wikidata.org/entity/Q5431488,Fake or Fortune?,2011,,живопись
http://www.wikidata.org/entity/Q5431488,Fake or Fortune?,2011,,искусствоведение
http://www.wikidata.org/entity/Q5431488,Fake or Fortune?,2011,,провенанс
http://www.wikidata.org/entity/Q7203414,Playing for Peanuts,,,South Georgia Peanuts
http://www.wikidata.org/entity/Q5431488,Fake or Fortune?,2011,,атрибуция
http://www.wikidata.org/entity/Q5431488,Fake or Fortune?,2011,,аутентификация
http://www.wikidata.org/entity/Q5287573,Doctors to Be,,,St Mary's Hospital Medical School
http://www.wikidata.org/entity/Q7265576,QT: QueerTelevision,,,ЛГБТ
http://www.wikidata.org/entity/Q5248006,Debbie Travis' Facelift,,,ремонт жилища
http://www.wikidata.org/entity/Q5249268,Deck Wars,,,ремонт жилища
http://www.wikidata.org/entity/Q5522148,Garda ar Lár,,,полиция
http://www.wikidata.org/entity/Q5264279,Design Inc.,,,ремонт жилища
http://www.wikidata.org/entity/Q5264416,Designed to Sell,,,ремонт жилища
http://www.wikidata.org/entity/Q7250216,Property Ladder,,,ремонт жилища
http://www.wikidata.org/entity/Q7250217,Property Ladder,,,ремонт жилища
http://www.wikidata.org/entity/Q5284124,Divine Restoration,,,ремонт жилища
http://www.wikidata.org/entity/Q5431488,Fake or Fortune?,2011,,художественная критика
http://www.wikidata.org/entity/Q5431488,Fake or Fortune?,2011,,Мир искусства
http://www.wikidata.org/entity/Q7735675,The Gambler,,,азартная игра
http://www.wikidata.org/entity/Q6009894,In Love and War,,,японо-китайская война
http://www.wikidata.org/entity/Q5431488,Fake or Fortune?,2011,,art forgery
http://www.wikidata.org/entity/Q7257469,Public Morals,1996,,Департамент полиции города Нью-Йорка
http://www.wikidata.org/entity/Q7421998,Sarah's House,,,ремонт жилища
http://www.wikidata.org/entity/Q7313449,Renovation Rescue,2006,,ремонт жилища
http://www.wikidata.org/entity/Q6650615,Little Krishna,2009,,Кришна
http://www.wikidata.org/entity/Q7093903,Onihei Hankachō,,,Nobutame Hasegawa
http://www.wikidata.org/entity/Q7539248,Slavery and the Making of America,,,работорговля в США
http://www.wikidata.org/entity/Q6085909,Gülşen Abi,,,advice column
http://www.wikidata.org/entity/Q7622810,Street Crime UK,,,полиция
http://www.wikidata.org/entity/Q7206726,Podge & Rodge's Stickit Inn,,,неблагополучная семья
http://www.wikidata.org/entity/Q7734069,The First 48,2004,,полиция
http://www.wikidata.org/entity/Q5365522,Hyakki Yakōshō,,,романтическое литературное произведение
http://www.wikidata.org/entity/Q6984435,Nearly A Happy Ending,1980,,девственность
http://www.wikidata.org/entity/Q7647197,Survival in the Sky,,,авиация
http://www.wikidata.org/entity/Q7089093,NBC Olympic broadcasts,1964,,Олимпийские игры
http://www.wikidata.org/entity/Q7450155,Send in the Dogs,2009,,полиция
http://www.wikidata.org/entity/Q7734303,The Fix,2008,,ремонт жилища
http://www.wikidata.org/entity/Q7734748,The Force: Behind the Line,2006,,полиция
http://www.wikidata.org/entity/Q5952247,emam-ali,,,Administrative policies of Ali
http://www.wikidata.org/entity/Q12248227,Q12248227,,,Низар Каббани
http://www.wikidata.org/entity/Q11868945,Kaikki Puumalan puolesta,,,Пуумала
http://www.wikidata.org/entity/Q17151107,The Dog Rescuers,2013,,спасённая собака
http://www.wikidata.org/entity/Q15941202,Ji Gong,,,Legend of Jigong
http://www.wikidata.org/entity/Q17099585,рождественский календарь исланского телевидения,1988,,Рождество Христово
http://www.wikidata.org/entity/Q12970093,Q12970093,,,Тиунэ Сугихара
http://www.wikidata.org/entity/Q12747841,Югославия во время войны 1941-1945 гг.,,,War in Yugoslavia during World War II
http://www.wikidata.org/entity/Q8042408,XPM,2004,,политика
http://www.wikidata.org/entity/Q12956924,Dvornikovi,,,Дино Дворник
http://www.wikidata.org/entity/Q16826811,Battle B-Daman: Fire Spirits!,,,спорт
http://www.wikidata.org/entity/Q16122739,America in Arabic,,,Egyptian Americans
http://www.wikidata.org/entity/Q16122739,America in Arabic,,,Emirati American
http://www.wikidata.org/entity/Q9311646,Q9311646,,,любовь
http://www.wikidata.org/entity/Q15897171,We Get Married,,,романтическая любовь
http://www.wikidata.org/entity/Q10286936,Emperor Kangxi,1994,,Обой
http://www.wikidata.org/entity/Q10259756,Тинейджеры,,,комикс
http://www.wikidata.org/entity/Q10260706,Corpo Santo,,,порнография
http://www.wikidata.org/entity/Q10259756,Тинейджеры,,,скейтбординг
http://www.wikidata.org/entity/Q11980031,Kan Du Danse?,,,танец
http://www.wikidata.org/entity/Q15914638,Chuang guan dong,,,Миграция в Гуаньдун
http://www.wikidata.org/entity/Q7943186,Vrtičkarji,1999,,садоводство
http://www.wikidata.org/entity/Q16122739,America in Arabic,,,американцы арабского происхождения
http://www.wikidata.org/entity/Q10336973,Ninho da Serpente,,,наследование
http://www.wikidata.org/entity/Q12688690,Juvana,,,Category:Malaysian drama television series
http://www.wikidata.org/entity/Q12250755,Wjaa Trab,2006,,неблагополучная семья
http://www.wikidata.org/entity/Q10286936,Emperor Kangxi,1994,,Айсиньгьоро Сюанье
http://www.wikidata.org/entity/Q12621015,"Man of the Sun,  Lee Je-ma",2002,,Yi Je-ma
http://www.wikidata.org/entity/Q7833702,Trans World Sport,,,спорт
http://www.wikidata.org/entity/Q8011772,Hachidai Shōgun Yoshimune,1995,,Токугава Ёсимунэ
http://www.wikidata.org/entity/Q9091304,Una familia de diez,2007,,неблагополучная семья
http://www.wikidata.org/entity/Q12263854,Q12263854,2010,,Comet line
http://www.wikidata.org/entity/Q12031719,Король Шумавы,,,железный занавес
http://www.wikidata.org/entity/Q10322884,Mad Maria,,,Железная дорога Мадейра — Маморе
http://www.wikidata.org/entity/Q11962937,CIA: Guerres secrètes,,,Центральное разведывательное управление
http://www.wikidata.org/entity/Q15214762,Doomsday Castle,,,сурвивализм
http://www.wikidata.org/entity/Q16740169,Life and Death Row,,,смертная казнь
http://www.wikidata.org/entity/Q7927579,Victory by Design,,,автомобиль
http://www.wikidata.org/entity/Q7818791,Tomehane! Suzuri Kōkō Shodōbu,,,учащийся старших классов
http://www.wikidata.org/entity/Q17172715,The Last Star of the Night,,,синдром приобретённого иммунного дефицита
http://www.wikidata.org/entity/Q16740169,Life and Death Row,,,Glynn County mass murder
http://www.wikidata.org/entity/Q11664070,Han Myung Hoe,1994,,Хан Мёнхве
http://www.wikidata.org/entity/Q16954944,Decked Out,,,ремонт жилища
http://www.wikidata.org/entity/Q16957833,Town Haul,,,ремонт жилища
http://www.wikidata.org/entity/Q10286936,Emperor Kangxi,1994,,Sumalagu
http://www.wikidata.org/entity/Q12031719,Король Шумавы,,,CSRR border guard
http://www.wikidata.org/entity/Q15909143,Behind Enemy Lines,,,японо-китайская война
http://www.wikidata.org/entity/Q7979453,Weekend World,,,политика
http://www.wikidata.org/entity/Q15897171,We Get Married,,,брачный союз
http://www.wikidata.org/entity/Q13425006,100 Great Paintings,,,картина
http://www.wikidata.org/entity/Q11258622,Arigatō! Champy,,,Champy
http://www.wikidata.org/entity/Q10942851,The Legend of Eileen Chang,,,Чжан Айлин
http://www.wikidata.org/entity/Q10286936,Emperor Kangxi,1994,,империя Цин
http://www.wikidata.org/entity/Q9254814,Errata do biografii,,,писатель
http://www.wikidata.org/entity/Q12060736,Industry on Parade,,,промышленность США
http://www.wikidata.org/entity/Q10884765,Ren Changxia,2005,,Ren Changxia
http://www.wikidata.org/entity/Q15899865,The Virtuous Queen of Han,2014,,Вэй Цзыфу
http://www.wikidata.org/entity/Q7939689,Voices Within: The Lives of Truddi Chase,,,диссоциативное расстройство идентичности
http://www.wikidata.org/entity/Q16967607,Wildlife SOS,,,Wildlife Aid Foundation
http://www.wikidata.org/entity/Q11326400,"Hachirō: Haha no uta, Chichi no uta",,,Hachirō Satō
http://www.wikidata.org/entity/Q15199689,Q15199689,,,подростковый возраст
http://www.wikidata.org/entity/Q17067395,Nabbed,2014,,полиция
http://www.wikidata.org/entity/Q8079840,Ďáblova lest,,,серийный убийца
http://www.wikidata.org/entity/Q7766176,The Stagers,2008,,ремонт жилища
http://www.wikidata.org/entity/Q12212695,Dhi Qar,,,Battle of Dhi Qar
http://www.wikidata.org/entity/Q15908859,The Legend of Xi Shi,2012,,Си Ши
